hash,type,geomatch,partial_match,addr,country,country_code,lat,lng
1ff32882edaa2c87b43aac22d3982a37,postal_code,APPROXIMATE,true,"Xuanwu, Nanjing, Jiangsu, People's Republic of China, 210009",China,CN,32.0718130,118.7813385
133dcd2a753b83e9fc99dd5302323419,postal_code,APPROXIMATE,true,"Nantun District, Taichung City, Taiwan 408",Taiwan,TW,24.1471183,120.6084832
4ff97b06c610b55643821a2e03ad7293,postal_code,APPROXIMATE,true,"4000, Belgium",Belgium,BE,50.6350757,5.5628874
8072c4e868c06db8e83dde9432b9c3dd,postal_code,APPROXIMATE,true,"Xuanwu, Beijing, People's Republic of China, 100050",China,CN,39.8838244,116.3935677
c2f95d042dfa4fdb1f6c8cfe97c362fe,postal_code,APPROXIMATE,true,"Guiyang, Guizhou, People's Republic of China, 550025",China,CN,26.4292192,106.6720670
0d80194b9d91c30e66849641070c595b,sublocality,APPROXIMATE,true,"Bangi, 43000 Kajang, Selangor, Malaysia",Malaysia,MY,2.8927724,101.7951122
e01adb46aad9a2ff02546492ad0058fa,postal_code,APPROXIMATE,true,"Zhenjiang, Jiangsu, People's Republic of China, 212003",China,CN,32.2026500,119.4785935
af3828aff9fbbfadc5d4782a496c95f5,locality,APPROXIMATE,true,"Oujda, Morocco",Morocco,MA,34.6866667,-1.9113889
c0f7cf22dca2d504c63e3507c27fa2d4,postal_code,APPROXIMATE,true,"Haidian, Beijing, People's Republic of China, 100190",China,CN,39.9806190,116.3264196
9db3f0878670226aca089ea722fa1ec3,administrative_area_level_1,APPROXIMATE,true,"Tamil Nadu, India",India,IN,11.1271225,78.6568942
f412ed683f24b9d0929506fa82a86015,postal_code,APPROXIMATE,true,"Nankai, Tianjin, People's Republic of China, 300071",China,CN,39.1051545,117.1708396
43673c8e0bbd75f43ee943eb7908a2ba,locality,APPROXIMATE,true,"Guangzhou, Guangdong, People's Republic of China",China,CN,23.1291630,113.2644350
db9bad255d5083bbb7a09077f375d7aa,locality,APPROXIMATE,true,"Lahore District, Pakistan",Pakistan,PK,31.5450500,74.3406830
d14294bb4d5cfe6c37f79238857ed2a4,postal_code,APPROXIMATE,true,"Siming, Xiamen, Fujian, People's Republic of China, 361005",China,CN,24.4367256,118.1072136
68729f80bf3ab70517ff450ba8cded39,postal_code,APPROXIMATE,true,"Nankai, Tianjin, People's Republic of China, 300193",China,CN,39.1229070,117.1588198
86a1dd6fda9f498970905f49fcfae346,locality,APPROXIMATE,true,"Joensuu, Finland",Finland,FI,62.6009889,29.7635340
c5f30b846cb17cd2c47ea99949d53adf,point_of_interest,APPROXIMATE,true,Kobe University,Japan,JP,34.7263712,135.2354097
12360d175c3ee25b150f73c142beea20,postal_code,APPROXIMATE,true,"Nan'an, Chongqing, People's Republic of China, 400067",China,CN,29.5078557,106.5736336
1f3cde27c82e409c561e3f6147c6def0,postal_code,APPROXIMATE,true,"Erqi, Zhengzhou, Henan, People's Republic of China, 450052",China,CN,34.7425880,113.6405504
4f11567097d22231a9cb8a433b08cefa,street_address,ROOFTOP,true,"Glienicker Weg 125, 12489 Berlin, Germany",Germany,DE,52.4334100,13.5570000
96e2fd77011d932a01444db60661852f,postal_code,APPROXIMATE,true,"Kuiwen, Weifang, Shandong, People's Republic of China, 261061",China,CN,36.7169816,119.1668449
53bac3e5c73caff5cf7feb93224cbed3,postal_code,APPROXIMATE,true,"Shenyang, Liaoning, People's Republic of China, 110001",China,CN,41.7906136,123.4079494
72fac4b7c77cf0892a32da2ee6d2157d,locality,APPROXIMATE,true,"Dunedin, New Zealand",New Zealand,NZ,-45.8787605,170.5027976
3214f3d242b9b02af82ecd3f8325e2ad,postal_code,APPROXIMATE,true,"Poughkeepsie, NY 12604, USA",United States,US,41.6937229,-73.9010372
c084f66711ef276ddc2d7a32e73e2f66,postal_code,APPROXIMATE,true,"Beibei, Chongqing, People's Republic of China, 400716",China,CN,29.8135564,106.4214939
9953140304c9258149ec4f2113383ee0,postal_code,APPROXIMATE,true,"Songjiang, Shanghai, People's Republic of China, 201620",China,CN,31.0354430,121.2147922
1d39939b54d4ca8f527837d444bf1a00,postal_code,APPROXIMATE,true,"Xining, Qinghai, People's Republic of China, 810008",China,CN,36.6336567,101.7488260
03641d96568b5d458ef7718c3b61f484,postal_code,APPROXIMATE,true,"Southampton SO17 1BJ, UK",United Kingdom,GB,50.9099534,-1.4163295
260d6b288d89217ea3f023f30f78a763,postal_code,APPROXIMATE,true,"Siming, Xiamen, Fujian, People's Republic of China, 361005",China,CN,24.4367256,118.1072136
1ace76c39c72c2397967295114978dad,locality,APPROXIMATE,true,"Oujda, Morocco",Morocco,MA,34.6866667,-1.9113889
2cf62e20c27448ae94c01a4c7e991a61,postal_code,APPROXIMATE,true,"Florence, SC 29502, USA",United States,US,34.1955465,-79.8024289
0db3ac56a33aad1dac1ca756a3512054,postal_code,APPROXIMATE,true,"Kaifeng, Henan, People's Republic of China, 475001",China,CN,34.8260295,114.3718104
f05c680cb6be073a0d2a3b960945eb02,street_address,ROOFTOP,true,"Otto-Hahn-Straße 6, 44227 Dortmund, Germany",Germany,DE,51.4905600,7.4109000
6d86d4b50cef80f1f83fed76aa8e8a0e,postal_code,APPROXIMATE,true,"Chifeng, Inner Mongolia, People's Republic of China, 024000",China,CN,42.2742379,118.9620902
3b75be8e154c39f3e79867bc1373f7d0,street_address,ROOFTOP,true,"Celestijnenlaan 200n, 3001 Leuven, Belgium",Belgium,BE,50.8633610,4.6791350
24884c8a505bc6da1835b31b0a4f70f5,postal_code,APPROXIMATE,true,"Haidian, Beijing, People's Republic of China, 100193",China,CN,40.0360301,116.2831307
d2e99a1969a8c48000a682c6983bd992,postal_code,APPROXIMATE,true,"Nanning, Guangxi, People's Republic of China, 530011",China,CN,22.8146376,108.3042023
257afcf8bbf4e7deb1e486aba63f249e,locality,APPROXIMATE,true,"Zhongshan, Guangdong, People's Republic of China",China,CN,22.5164810,113.3927560
e32b03cdd3d36667d267ce1313703365,postal_code,APPROXIMATE,true,"Xiaodian, Taiyuan, Shanxi, People's Republic of China, 030006",China,CN,37.8037078,112.5800764
1a44e651d5e7d8fd5203cbf9ea129b04,postal_code,APPROXIMATE,true,"Xiaodian, Taiyuan, Shanxi, People's Republic of China, 030006",China,CN,37.8037078,112.5800764
c5ecd0f5b03ccc5ce9f992341e509a15,postal_code,APPROXIMATE,true,"Haidian, Beijing, People's Republic of China, 100191",China,CN,39.9789840,116.3622967
e84ca3dc8e6212439af9cd4483210f0f,postal_code,APPROXIMATE,true,"Lanzhou, Gansu, People's Republic of China, 730000",China,CN,36.0556458,103.8565903
971477bc16dfd82285c8f4d7bb32b3b4,postal_code,APPROXIMATE,true,"Changzhou, Jiangsu, People's Republic of China, 213164",China,CN,31.6699986,119.9331770
